time,value,date
16:22:55,104,2021-10-08 16:22:55
16:23:00,106,2021-10-08 16:23:00
16:23:05,106,2021-10-08 16:23:05
16:23:10,103,2021-10-08 16:23:10
16:23:15,101,2021-10-08 16:23:15
16:23:20,102,2021-10-08 16:23:20
16:23:25,103,2021-10-08 16:23:25
16:23:30,106,2021-10-08 16:23:30
16:23:35,105,2021-10-08 16:23:35
16:23:40,107,2021-10-08 16:23:40
16:23:45,108,2021-10-08 16:23:45
16:23:50,109,2021-10-08 16:23:50
16:24:00,107,2021-10-08 16:24:00
16:24:10,109,2021-10-08 16:24:10
16:24:15,108,2021-10-08 16:24:15
16:24:20,110,2021-10-08 16:24:20
16:24:25,112,2021-10-08 16:24:25
16:24:30,113,2021-10-08 16:24:30
16:24:35,116,2021-10-08 16:24:35
16:24:40,118,2021-10-08 16:24:40
16:24:45,113,2021-10-08 16:24:45
16:24:50,112,2021-10-08 16:24:50
16:24:55,110,2021-10-08 16:24:55
16:25:00,116,2021-10-08 16:25:00
16:25:05,114,2021-10-08 16:25:05
16:25:10,113,2021-10-08 16:25:10
16:25:15,110,2021-10-08 16:25:15
16:25:20,109,2021-10-08 16:25:20
16:25:25,108,2021-10-08 16:25:25
16:25:30,110,2021-10-08 16:25:30
16:25:35,112,2021-10-08 16:25:35
16:25:40,115,2021-10-08 16:25:40
16:25:50,114,2021-10-08 16:25:50
16:26:00,113,2021-10-08 16:26:00
16:26:05,111,2021-10-08 16:26:05
16:26:10,114,2021-10-08 16:26:10
16:26:15,116,2021-10-08 16:26:15
16:26:20,118,2021-10-08 16:26:20
16:26:25,118,2021-10-08 16:26:25
16:26:35,117,2021-10-08 16:26:35
16:26:40,116,2021-10-08 16:26:40
16:26:45,116,2021-10-08 16:26:45
16:26:50,115,2021-10-08 16:26:50
16:27:00,116,2021-10-08 16:27:00
16:27:10,118,2021-10-08 16:27:10
16:27:25,117,2021-10-08 16:27:25
16:27:35,116,2021-10-08 16:27:35
16:27:40,115,2021-10-08 16:27:40
16:27:50,117,2021-10-08 16:27:50
16:28:05,116,2021-10-08 16:28:05
16:28:15,118,2021-10-08 16:28:15
16:28:25,119,2021-10-08 16:28:25
16:28:30,117,2021-10-08 16:28:30
16:28:45,116,2021-10-08 16:28:45
16:28:50,117,2021-10-08 16:28:50
16:28:55,116,2021-10-08 16:28:55
16:29:05,113,2021-10-08 16:29:05
16:29:10,115,2021-10-08 16:29:10
16:29:15,114,2021-10-08 16:29:15
16:29:30,113,2021-10-08 16:29:30
16:29:35,112,2021-10-08 16:29:35
16:29:45,111,2021-10-08 16:29:45
16:29:50,110,2021-10-08 16:29:50
16:30:00,109,2021-10-08 16:30:00
16:30:05,107,2021-10-08 16:30:05
16:30:10,105,2021-10-08 16:30:10
16:30:25,106,2021-10-08 16:30:25
16:30:30,104,2021-10-08 16:30:30
16:30:35,105,2021-10-08 16:30:35
16:30:45,105,2021-10-08 16:30:45
16:30:55,104,2021-10-08 16:30:55
16:31:00,106,2021-10-08 16:31:00
16:31:05,108,2021-10-08 16:31:05
16:31:10,108,2021-10-08 16:31:10
16:31:15,107,2021-10-08 16:31:15
16:31:30,106,2021-10-08 16:31:30
16:31:40,105,2021-10-08 16:31:40
16:31:45,103,2021-10-08 16:31:45
16:31:55,101,2021-10-08 16:31:55
16:32:00,104,2021-10-08 16:32:00
16:32:05,104,2021-10-08 16:32:05
16:32:10,105,2021-10-08 16:32:10
16:32:20,107,2021-10-08 16:32:20
16:32:25,108,2021-10-08 16:32:25
16:32:30,107,2021-10-08 16:32:30
16:32:35,106,2021-10-08 16:32:35
16:32:40,105,2021-10-08 16:32:40
16:32:45,104,2021-10-08 16:32:45
16:32:50,105,2021-10-08 16:32:50
16:33:00,105,2021-10-08 16:33:00
16:33:05,106,2021-10-08 16:33:05
16:33:10,108,2021-10-08 16:33:10
16:33:15,107,2021-10-08 16:33:15
16:33:20,105,2021-10-08 16:33:20
16:33:30,106,2021-10-08 16:33:30
16:33:35,106,2021-10-08 16:33:35
16:33:40,107,2021-10-08 16:33:40
16:33:50,106,2021-10-08 16:33:50
16:33:55,103,2021-10-08 16:33:55
16:34:00,98,2021-10-08 16:34:00
16:34:05,95,2021-10-08 16:34:05
16:34:10,97,2021-10-08 16:34:10
16:34:15,100,2021-10-08 16:34:15
16:34:20,101,2021-10-08 16:34:20
16:34:30,102,2021-10-08 16:34:30
16:34:40,103,2021-10-08 16:34:40
16:34:45,102,2021-10-08 16:34:45
16:34:50,103,2021-10-08 16:34:50
16:35:00,103,2021-10-08 16:35:00
16:35:05,101,2021-10-08 16:35:05
16:35:10,100,2021-10-08 16:35:10
16:35:15,102,2021-10-08 16:35:15
16:35:20,106,2021-10-08 16:35:20
16:35:30,108,2021-10-08 16:35:30
16:35:35,107,2021-10-08 16:35:35
16:35:40,109,2021-10-08 16:35:40
16:35:45,111,2021-10-08 16:35:45
16:35:50,112,2021-10-08 16:35:50
16:35:55,116,2021-10-08 16:35:55
16:36:00,115,2021-10-08 16:36:00
16:36:05,123,2021-10-08 16:36:05
16:36:10,125,2021-10-08 16:36:10
16:36:15,127,2021-10-08 16:36:15
16:36:25,126,2021-10-08 16:36:25
16:36:30,135,2021-10-08 16:36:30
16:36:35,137,2021-10-08 16:36:35
16:36:40,140,2021-10-08 16:36:40
16:36:45,137,2021-10-08 16:36:45
16:36:50,124,2021-10-08 16:36:50
16:36:55,118,2021-10-08 16:36:55
16:37:05,115,2021-10-08 16:37:05
16:37:10,113,2021-10-08 16:37:10
16:37:15,110,2021-10-08 16:37:15
16:37:20,109,2021-10-08 16:37:20
16:37:25,109,2021-10-08 16:37:25
16:37:30,109,2021-10-08 16:37:30
16:37:35,108,2021-10-08 16:37:35
16:37:40,110,2021-10-08 16:37:40
16:37:50,108,2021-10-08 16:37:50
16:38:00,106,2021-10-08 16:38:00
16:38:05,104,2021-10-08 16:38:05
16:38:10,105,2021-10-08 16:38:10
16:38:15,106,2021-10-08 16:38:15
16:38:25,107,2021-10-08 16:38:25
16:38:30,104,2021-10-08 16:38:30
16:38:35,102,2021-10-08 16:38:35
16:38:40,102,2021-10-08 16:38:40
16:38:50,103,2021-10-08 16:38:50
16:38:55,105,2021-10-08 16:38:55
16:39:00,107,2021-10-08 16:39:00
16:39:05,108,2021-10-08 16:39:05
16:39:10,109,2021-10-08 16:39:10
16:39:15,108,2021-10-08 16:39:15
16:39:20,106,2021-10-08 16:39:20
16:39:25,104,2021-10-08 16:39:25
16:39:30,105,2021-10-08 16:39:30
16:39:35,104,2021-10-08 16:39:35
16:39:40,102,2021-10-08 16:39:40
16:39:45,99,2021-10-08 16:39:45
16:39:50,100,2021-10-08 16:39:50
16:39:55,101,2021-10-08 16:39:55
16:40:00,102,2021-10-08 16:40:00
16:40:10,99,2021-10-08 16:40:10
16:40:20,101,2021-10-08 16:40:20
16:40:35,103,2021-10-08 16:40:35
16:40:40,104,2021-10-08 16:40:40
16:40:45,103,2021-10-08 16:40:45
16:40:50,104,2021-10-08 16:40:50
16:40:55,104,2021-10-08 16:40:55
16:41:05,105,2021-10-08 16:41:05
16:41:10,102,2021-10-08 16:41:10
16:41:15,100,2021-10-08 16:41:15
16:41:20,104,2021-10-08 16:41:20
16:41:25,106,2021-10-08 16:41:25
16:41:30,105,2021-10-08 16:41:30
16:41:35,104,2021-10-08 16:41:35
16:41:40,105,2021-10-08 16:41:40
16:41:45,107,2021-10-08 16:41:45
16:41:50,105,2021-10-08 16:41:50
16:41:55,106,2021-10-08 16:41:55
16:49:37,86,2021-10-08 16:49:37
16:49:47,88,2021-10-08 16:49:47
16:49:52,93,2021-10-08 16:49:52
16:49:57,98,2021-10-08 16:49:57
16:50:02,101,2021-10-08 16:50:02
16:50:07,100,2021-10-08 16:50:07
16:50:12,99,2021-10-08 16:50:12
16:50:17,100,2021-10-08 16:50:17
16:50:22,101,2021-10-08 16:50:22
16:50:27,102,2021-10-08 16:50:27
16:50:32,111,2021-10-08 16:50:32
16:50:37,112,2021-10-08 16:50:37
16:50:47,113,2021-10-08 16:50:47
16:50:52,114,2021-10-08 16:50:52
16:50:57,116,2021-10-08 16:50:57
16:51:02,119,2021-10-08 16:51:02
16:51:12,120,2021-10-08 16:51:12
16:51:17,128,2021-10-08 16:51:17
16:51:22,123,2021-10-08 16:51:22
16:51:27,126,2021-10-08 16:51:27
16:51:32,127,2021-10-08 16:51:32
16:51:37,124,2021-10-08 16:51:37
16:51:42,123,2021-10-08 16:51:42
16:51:47,117,2021-10-08 16:51:47
16:51:57,119,2021-10-08 16:51:57
16:52:02,118,2021-10-08 16:52:02
16:52:17,119,2021-10-08 16:52:17
16:52:27,120,2021-10-08 16:52:27
16:52:32,121,2021-10-08 16:52:32
16:52:37,117,2021-10-08 16:52:37
16:52:42,119,2021-10-08 16:52:42
16:52:47,116,2021-10-08 16:52:47
16:53:02,116,2021-10-08 16:53:02
16:53:12,117,2021-10-08 16:53:12
16:53:17,119,2021-10-08 16:53:17
16:53:22,122,2021-10-08 16:53:22
16:53:27,125,2021-10-08 16:53:27
16:53:32,126,2021-10-08 16:53:32
16:53:42,128,2021-10-08 16:53:42
16:53:47,124,2021-10-08 16:53:47
16:53:52,127,2021-10-08 16:53:52
16:53:57,126,2021-10-08 16:53:57
16:54:02,127,2021-10-08 16:54:02
16:54:07,128,2021-10-08 16:54:07
16:54:12,129,2021-10-08 16:54:12
16:54:17,126,2021-10-08 16:54:17
16:54:27,124,2021-10-08 16:54:27
16:54:32,125,2021-10-08 16:54:32
16:54:42,124,2021-10-08 16:54:42
16:54:47,122,2021-10-08 16:54:47
16:54:52,120,2021-10-08 16:54:52
16:54:57,116,2021-10-08 16:54:57
16:55:02,115,2021-10-08 16:55:02
16:55:07,114,2021-10-08 16:55:07
16:55:12,112,2021-10-08 16:55:12
16:55:17,110,2021-10-08 16:55:17
16:55:27,111,2021-10-08 16:55:27
16:55:32,112,2021-10-08 16:55:32
16:55:37,113,2021-10-08 16:55:37
16:55:42,114,2021-10-08 16:55:42
16:55:47,114,2021-10-08 16:55:47
16:55:52,113,2021-10-08 16:55:52
16:55:57,113,2021-10-08 16:55:57
16:56:02,110,2021-10-08 16:56:02
16:56:07,110,2021-10-08 16:56:07
16:56:12,109,2021-10-08 16:56:12
16:56:17,111,2021-10-08 16:56:17
16:56:22,111,2021-10-08 16:56:22
16:56:27,109,2021-10-08 16:56:27
16:56:32,106,2021-10-08 16:56:32
16:56:42,108,2021-10-08 16:56:42
16:56:52,107,2021-10-08 16:56:52
16:56:57,103,2021-10-08 16:56:57
16:57:02,102,2021-10-08 16:57:02
16:57:07,104,2021-10-08 16:57:07
16:57:12,103,2021-10-08 16:57:12
16:57:17,102,2021-10-08 16:57:17
16:57:27,104,2021-10-08 16:57:27
16:57:32,105,2021-10-08 16:57:32
16:57:37,104,2021-10-08 16:57:37
16:57:52,103,2021-10-08 16:57:52
16:57:57,103,2021-10-08 16:57:57
16:58:12,103,2021-10-08 16:58:12
16:58:22,104,2021-10-08 16:58:22
16:58:27,103,2021-10-08 16:58:27
16:58:32,99,2021-10-08 16:58:32
16:58:37,97,2021-10-08 16:58:37
16:58:42,98,2021-10-08 16:58:42
16:58:47,100,2021-10-08 16:58:47
16:58:52,101,2021-10-08 16:58:52
16:58:57,99,2021-10-08 16:58:57
16:59:07,101,2021-10-08 16:59:07
16:59:12,103,2021-10-08 16:59:12
16:59:17,103,2021-10-08 16:59:17
16:59:22,103,2021-10-08 16:59:22
16:59:27,104,2021-10-08 16:59:27
16:59:32,103,2021-10-08 16:59:32
16:59:47,101,2021-10-08 16:59:47
16:59:52,95,2021-10-08 16:59:52
17:00:02,96,2021-10-08 17:00:02
17:00:07,97,2021-10-08 17:00:07
17:00:22,98,2021-10-08 17:00:22
17:00:27,99,2021-10-08 17:00:27
17:00:32,98,2021-10-08 17:00:32
17:00:37,97,2021-10-08 17:00:37
17:00:52,97,2021-10-08 17:00:52
17:00:57,96,2021-10-08 17:00:57
17:01:02,97,2021-10-08 17:01:02
17:01:07,98,2021-10-08 17:01:07
17:01:17,99,2021-10-08 17:01:17
17:01:27,100,2021-10-08 17:01:27
17:01:32,102,2021-10-08 17:01:32
17:01:42,103,2021-10-08 17:01:42
17:01:47,106,2021-10-08 17:01:47
17:01:52,104,2021-10-08 17:01:52
17:01:57,103,2021-10-08 17:01:57
17:02:12,103,2021-10-08 17:02:12
17:02:17,105,2021-10-08 17:02:17
17:02:32,105,2021-10-08 17:02:32
17:02:42,106,2021-10-08 17:02:42
17:02:52,107,2021-10-08 17:02:52
17:02:57,106,2021-10-08 17:02:57
17:03:02,104,2021-10-08 17:03:02
17:03:07,107,2021-10-08 17:03:07
17:03:12,110,2021-10-08 17:03:12
17:03:17,108,2021-10-08 17:03:17
17:03:22,106,2021-10-08 17:03:22
17:03:32,105,2021-10-08 17:03:32
17:03:37,105,2021-10-08 17:03:37
17:03:42,104,2021-10-08 17:03:42
17:03:47,107,2021-10-08 17:03:47
17:03:52,109,2021-10-08 17:03:52
17:03:57,108,2021-10-08 17:03:57
17:04:02,108,2021-10-08 17:04:02
17:04:17,107,2021-10-08 17:04:17
17:04:22,106,2021-10-08 17:04:22
17:04:37,106,2021-10-08 17:04:37
17:04:42,108,2021-10-08 17:04:42
17:04:47,111,2021-10-08 17:04:47
17:05:02,109,2021-10-08 17:05:02
17:05:12,107,2021-10-08 17:05:12
17:05:22,104,2021-10-08 17:05:22
17:05:37,104,2021-10-08 17:05:37
17:05:47,106,2021-10-08 17:05:47
17:05:52,107,2021-10-08 17:05:52
17:05:57,108,2021-10-08 17:05:57
17:06:02,109,2021-10-08 17:06:02
17:06:07,108,2021-10-08 17:06:07
17:06:12,107,2021-10-08 17:06:12
17:06:17,106,2021-10-08 17:06:17
17:06:32,106,2021-10-08 17:06:32
17:06:47,106,2021-10-08 17:06:47
17:06:52,107,2021-10-08 17:06:52
17:06:57,108,2021-10-08 17:06:57
17:07:02,107,2021-10-08 17:07:02
17:07:17,107,2021-10-08 17:07:17
17:07:22,108,2021-10-08 17:07:22
17:07:37,107,2021-10-08 17:07:37
17:07:42,108,2021-10-08 17:07:42
17:07:52,106,2021-10-08 17:07:52
17:07:57,106,2021-10-08 17:07:57
17:08:02,105,2021-10-08 17:08:02
17:08:07,106,2021-10-08 17:08:07
17:08:12,107,2021-10-08 17:08:12
17:08:17,108,2021-10-08 17:08:17
17:08:22,109,2021-10-08 17:08:22
17:08:27,107,2021-10-08 17:08:27
17:08:32,105,2021-10-08 17:08:32
17:08:37,104,2021-10-08 17:08:37
17:08:47,105,2021-10-08 17:08:47
17:08:57,104,2021-10-08 17:08:57
17:09:12,106,2021-10-08 17:09:12
17:09:22,107,2021-10-08 17:09:22
17:09:28,107,2021-10-08 17:09:28
17:09:33,105,2021-10-08 17:09:33
17:09:38,103,2021-10-08 17:09:38
17:09:48,101,2021-10-08 17:09:48
17:09:53,98,2021-10-08 17:09:53
17:09:58,97,2021-10-08 17:09:58
17:10:03,96,2021-10-08 17:10:03
17:10:08,97,2021-10-08 17:10:08
17:10:18,100,2021-10-08 17:10:18
17:10:23,101,2021-10-08 17:10:23
17:10:28,102,2021-10-08 17:10:28
17:10:33,105,2021-10-08 17:10:33
17:10:38,106,2021-10-08 17:10:38
17:10:43,106,2021-10-08 17:10:43
17:10:58,106,2021-10-08 17:10:58
17:11:03,106,2021-10-08 17:11:03
17:11:13,105,2021-10-08 17:11:13
17:11:18,104,2021-10-08 17:11:18
17:11:23,104,2021-10-08 17:11:23
17:11:28,103,2021-10-08 17:11:28
17:11:33,102,2021-10-08 17:11:33
17:11:48,101,2021-10-08 17:11:48
17:12:03,103,2021-10-08 17:12:03
17:12:08,105,2021-10-08 17:12:08
17:12:13,105,2021-10-08 17:12:13
17:12:18,105,2021-10-08 17:12:18
17:12:28,105,2021-10-08 17:12:28
17:12:33,106,2021-10-08 17:12:33
17:12:38,108,2021-10-08 17:12:38
17:12:43,106,2021-10-08 17:12:43
17:12:58,105,2021-10-08 17:12:58
17:13:03,104,2021-10-08 17:13:03
17:13:08,105,2021-10-08 17:13:08
17:13:13,104,2021-10-08 17:13:13
17:13:18,103,2021-10-08 17:13:18
17:13:23,105,2021-10-08 17:13:23
17:13:33,104,2021-10-08 17:13:33
17:13:48,104,2021-10-08 17:13:48
17:13:53,105,2021-10-08 17:13:53
17:13:58,104,2021-10-08 17:13:58
17:14:08,105,2021-10-08 17:14:08
17:14:13,106,2021-10-08 17:14:13
17:14:23,107,2021-10-08 17:14:23
17:14:38,106,2021-10-08 17:14:38
17:14:43,105,2021-10-08 17:14:43
17:14:53,107,2021-10-08 17:14:53
17:14:58,106,2021-10-08 17:14:58
17:15:03,105,2021-10-08 17:15:03
17:15:08,102,2021-10-08 17:15:08
17:15:13,103,2021-10-08 17:15:13
17:15:18,105,2021-10-08 17:15:18
17:15:23,106,2021-10-08 17:15:23
17:15:33,107,2021-10-08 17:15:33
17:15:38,108,2021-10-08 17:15:38
17:15:43,109,2021-10-08 17:15:43
17:15:48,109,2021-10-08 17:15:48
17:15:53,110,2021-10-08 17:15:53
17:16:03,109,2021-10-08 17:16:03
17:16:13,106,2021-10-08 17:16:13
17:16:18,107,2021-10-08 17:16:18
17:16:33,106,2021-10-08 17:16:33
17:16:43,106,2021-10-08 17:16:43
17:16:48,104,2021-10-08 17:16:48
17:16:53,103,2021-10-08 17:16:53
17:16:58,105,2021-10-08 17:16:58
17:17:03,106,2021-10-08 17:17:03
17:17:13,105,2021-10-08 17:17:13
17:17:28,105,2021-10-08 17:17:28
17:17:33,104,2021-10-08 17:17:33
17:17:38,103,2021-10-08 17:17:38
17:17:48,104,2021-10-08 17:17:48
17:17:53,108,2021-10-08 17:17:53
17:17:58,108,2021-10-08 17:17:58
17:18:03,104,2021-10-08 17:18:03
17:18:08,102,2021-10-08 17:18:08
17:18:23,102,2021-10-08 17:18:23
17:18:28,101,2021-10-08 17:18:28
17:18:38,100,2021-10-08 17:18:38
17:18:43,101,2021-10-08 17:18:43
17:18:48,102,2021-10-08 17:18:48
17:18:53,101,2021-10-08 17:18:53
17:18:58,104,2021-10-08 17:18:58
17:19:03,103,2021-10-08 17:19:03
17:19:08,106,2021-10-08 17:19:08
17:19:13,102,2021-10-08 17:19:13
17:19:18,101,2021-10-08 17:19:18
17:19:23,102,2021-10-08 17:19:23
17:19:28,104,2021-10-08 17:19:28
17:19:33,105,2021-10-08 17:19:33
17:19:38,108,2021-10-08 17:19:38
17:19:43,105,2021-10-08 17:19:43
17:19:48,106,2021-10-08 17:19:48
17:19:53,104,2021-10-08 17:19:53
17:19:58,102,2021-10-08 17:19:58
17:20:08,105,2021-10-08 17:20:08
17:20:13,107,2021-10-08 17:20:13
17:20:18,106,2021-10-08 17:20:18
17:20:23,104,2021-10-08 17:20:23
17:20:33,105,2021-10-08 17:20:33
17:20:38,108,2021-10-08 17:20:38
17:20:43,106,2021-10-08 17:20:43
17:20:53,104,2021-10-08 17:20:53
17:20:58,105,2021-10-08 17:20:58
17:21:03,106,2021-10-08 17:21:03
17:21:18,105,2021-10-08 17:21:18
17:21:33,106,2021-10-08 17:21:33
17:21:38,107,2021-10-08 17:21:38
17:21:48,106,2021-10-08 17:21:48
17:21:53,106,2021-10-08 17:21:53
17:21:58,105,2021-10-08 17:21:58
17:22:13,103,2021-10-08 17:22:13
17:22:18,104,2021-10-08 17:22:18
17:22:23,105,2021-10-08 17:22:23
17:22:33,104,2021-10-08 17:22:33
17:22:48,103,2021-10-08 17:22:48
17:23:03,103,2021-10-08 17:23:03
17:23:08,102,2021-10-08 17:23:08
17:23:18,103,2021-10-08 17:23:18
17:23:28,105,2021-10-08 17:23:28
17:23:38,106,2021-10-08 17:23:38
17:23:43,105,2021-10-08 17:23:43
17:23:58,105,2021-10-08 17:23:58
17:24:08,106,2021-10-08 17:24:08
17:24:13,106,2021-10-08 17:24:13
17:24:28,107,2021-10-08 17:24:28
17:24:33,106,2021-10-08 17:24:33
17:24:43,105,2021-10-08 17:24:43
17:24:48,103,2021-10-08 17:24:48
17:24:53,102,2021-10-08 17:24:53
17:24:58,103,2021-10-08 17:24:58
17:25:03,104,2021-10-08 17:25:03
17:25:08,103,2021-10-08 17:25:08
17:25:13,100,2021-10-08 17:25:13
17:25:23,103,2021-10-08 17:25:23
17:25:33,102,2021-10-08 17:25:33
17:25:38,102,2021-10-08 17:25:38
17:25:43,103,2021-10-08 17:25:43
17:25:48,105,2021-10-08 17:25:48
17:25:53,102,2021-10-08 17:25:53
17:25:58,101,2021-10-08 17:25:58
17:26:08,102,2021-10-08 17:26:08
17:26:13,103,2021-10-08 17:26:13
17:26:18,103,2021-10-08 17:26:18
17:26:28,104,2021-10-08 17:26:28
17:26:38,102,2021-10-08 17:26:38
17:26:53,102,2021-10-08 17:26:53
17:27:08,102,2021-10-08 17:27:08
17:27:13,103,2021-10-08 17:27:13
17:27:18,104,2021-10-08 17:27:18
17:27:23,105,2021-10-08 17:27:23
17:27:28,106,2021-10-08 17:27:28
17:27:38,105,2021-10-08 17:27:38
17:27:43,104,2021-10-08 17:27:43
17:27:48,105,2021-10-08 17:27:48
17:27:53,107,2021-10-08 17:27:53
17:27:58,107,2021-10-08 17:27:58
17:28:03,105,2021-10-08 17:28:03
17:28:08,104,2021-10-08 17:28:08
17:28:13,102,2021-10-08 17:28:13
17:28:23,103,2021-10-08 17:28:23
17:28:38,102,2021-10-08 17:28:38
17:28:43,103,2021-10-08 17:28:43
17:28:48,103,2021-10-08 17:28:48
17:28:53,102,2021-10-08 17:28:53
17:28:58,102,2021-10-08 17:28:58
17:29:03,101,2021-10-08 17:29:03
17:29:08,102,2021-10-08 17:29:08
17:29:13,103,2021-10-08 17:29:13
17:29:18,105,2021-10-08 17:29:18
17:29:28,103,2021-10-08 17:29:28
17:29:38,102,2021-10-08 17:29:38
17:29:48,101,2021-10-08 17:29:48
17:29:53,101,2021-10-08 17:29:53
17:29:58,102,2021-10-08 17:29:58
17:30:03,102,2021-10-08 17:30:03
17:30:08,101,2021-10-08 17:30:08
17:30:13,102,2021-10-08 17:30:13
17:30:18,103,2021-10-08 17:30:18
17:30:23,104,2021-10-08 17:30:23
17:30:28,104,2021-10-08 17:30:28
17:30:38,105,2021-10-08 17:30:38
17:30:53,101,2021-10-08 17:30:53
17:30:58,100,2021-10-08 17:30:58
17:31:03,99,2021-10-08 17:31:03
17:31:08,100,2021-10-08 17:31:08
17:31:18,100,2021-10-08 17:31:18
17:31:23,103,2021-10-08 17:31:23
17:31:28,108,2021-10-08 17:31:28
17:31:33,106,2021-10-08 17:31:33
17:31:38,105,2021-10-08 17:31:38
17:31:43,103,2021-10-08 17:31:43
17:31:53,103,2021-10-08 17:31:53
17:31:58,103,2021-10-08 17:31:58
17:32:08,104,2021-10-08 17:32:08
17:32:13,104,2021-10-08 17:32:13
17:32:18,104,2021-10-08 17:32:18
17:32:23,105,2021-10-08 17:32:23
17:32:28,106,2021-10-08 17:32:28
17:32:33,108,2021-10-08 17:32:33
17:32:38,106,2021-10-08 17:32:38
17:32:48,105,2021-10-08 17:32:48
17:32:58,101,2021-10-08 17:32:58
17:33:03,103,2021-10-08 17:33:03
17:33:08,109,2021-10-08 17:33:08
17:33:13,107,2021-10-08 17:33:13
17:33:18,106,2021-10-08 17:33:18
17:33:28,110,2021-10-08 17:33:28
17:33:33,108,2021-10-08 17:33:33
17:33:38,108,2021-10-08 17:33:38
17:33:43,106,2021-10-08 17:33:43
17:33:48,104,2021-10-08 17:33:48
17:33:58,102,2021-10-08 17:33:58
17:34:03,103,2021-10-08 17:34:03
17:34:08,103,2021-10-08 17:34:08
17:34:18,104,2021-10-08 17:34:18
17:34:28,105,2021-10-08 17:34:28
17:34:33,103,2021-10-08 17:34:33
17:34:38,104,2021-10-08 17:34:38
17:34:43,103,2021-10-08 17:34:43
17:34:48,102,2021-10-08 17:34:48
17:34:53,100,2021-10-08 17:34:53
17:34:58,100,2021-10-08 17:34:58
17:35:03,99,2021-10-08 17:35:03
17:35:08,99,2021-10-08 17:35:08
17:35:18,100,2021-10-08 17:35:18
17:35:33,100,2021-10-08 17:35:33
17:35:43,99,2021-10-08 17:35:43
17:35:48,98,2021-10-08 17:35:48
17:35:53,100,2021-10-08 17:35:53
17:35:58,101,2021-10-08 17:35:58
17:36:03,100,2021-10-08 17:36:03
17:36:18,101,2021-10-08 17:36:18
17:36:23,102,2021-10-08 17:36:23
17:36:28,99,2021-10-08 17:36:28
17:36:33,97,2021-10-08 17:36:33
17:36:43,98,2021-10-08 17:36:43
17:36:58,98,2021-10-08 17:36:58
17:37:03,97,2021-10-08 17:37:03
17:37:08,96,2021-10-08 17:37:08
17:37:13,97,2021-10-08 17:37:13
17:37:23,96,2021-10-08 17:37:23
17:37:33,98,2021-10-08 17:37:33
17:37:38,99,2021-10-08 17:37:38
17:37:43,99,2021-10-08 17:37:43
17:37:48,101,2021-10-08 17:37:48
17:38:03,99,2021-10-08 17:38:03
17:38:08,96,2021-10-08 17:38:08
17:38:13,95,2021-10-08 17:38:13
17:38:18,96,2021-10-08 17:38:18
17:38:23,97,2021-10-08 17:38:23
17:38:33,96,2021-10-08 17:38:33
17:38:38,97,2021-10-08 17:38:38
17:38:48,97,2021-10-08 17:38:48
17:38:53,98,2021-10-08 17:38:53
17:38:58,99,2021-10-08 17:38:58
17:39:13,99,2021-10-08 17:39:13
17:39:18,100,2021-10-08 17:39:18
17:39:23,101,2021-10-08 17:39:23
17:39:28,100,2021-10-08 17:39:28
17:39:33,98,2021-10-08 17:39:33
17:39:43,97,2021-10-08 17:39:43
17:39:48,96,2021-10-08 17:39:48
17:39:53,94,2021-10-08 17:39:53
17:39:58,93,2021-10-08 17:39:58
17:40:03,94,2021-10-08 17:40:03
17:40:08,96,2021-10-08 17:40:08
17:40:13,95,2021-10-08 17:40:13
17:40:18,96,2021-10-08 17:40:18
17:40:23,97,2021-10-08 17:40:23
17:40:38,97,2021-10-08 17:40:38
17:40:43,96,2021-10-08 17:40:43
17:40:48,95,2021-10-08 17:40:48
17:40:58,94,2021-10-08 17:40:58
17:41:03,95,2021-10-08 17:41:03
17:41:08,96,2021-10-08 17:41:08
17:41:13,97,2021-10-08 17:41:13
17:41:18,101,2021-10-08 17:41:18
17:41:23,99,2021-10-08 17:41:23
17:41:28,96,2021-10-08 17:41:28
17:41:33,93,2021-10-08 17:41:33
17:41:38,93,2021-10-08 17:41:38
17:41:43,92,2021-10-08 17:41:43
17:41:48,91,2021-10-08 17:41:48
17:41:53,92,2021-10-08 17:41:53
17:41:58,93,2021-10-08 17:41:58
17:42:03,95,2021-10-08 17:42:03
17:42:13,95,2021-10-08 17:42:13
17:42:23,93,2021-10-08 17:42:23
17:42:33,93,2021-10-08 17:42:33
17:42:38,92,2021-10-08 17:42:38
17:42:43,93,2021-10-08 17:42:43
17:42:58,95,2021-10-08 17:42:58
17:43:03,97,2021-10-08 17:43:03
17:43:08,96,2021-10-08 17:43:08
17:43:18,96,2021-10-08 17:43:18
17:43:23,95,2021-10-08 17:43:23
17:43:28,96,2021-10-08 17:43:28
17:43:33,97,2021-10-08 17:43:33
17:43:38,96,2021-10-08 17:43:38
17:43:43,95,2021-10-08 17:43:43
17:43:48,94,2021-10-08 17:43:48
17:44:03,95,2021-10-08 17:44:03
17:44:08,96,2021-10-08 17:44:08
17:44:13,98,2021-10-08 17:44:13
17:44:18,96,2021-10-08 17:44:18
17:44:23,95,2021-10-08 17:44:23
17:44:28,96,2021-10-08 17:44:28
17:44:33,95,2021-10-08 17:44:33
17:44:38,97,2021-10-08 17:44:38
17:44:43,95,2021-10-08 17:44:43
17:44:48,96,2021-10-08 17:44:48
17:45:03,96,2021-10-08 17:45:03
17:45:08,95,2021-10-08 17:45:08
