time,value,date
15:10:40,101,2021-10-08 15:10:40
15:10:55,100,2021-10-08 15:10:55
15:11:00,101,2021-10-08 15:11:00
15:11:05,103,2021-10-08 15:11:05
15:11:15,104,2021-10-08 15:11:15
15:11:20,105,2021-10-08 15:11:20
15:11:25,106,2021-10-08 15:11:25
15:11:35,104,2021-10-08 15:11:35
15:11:40,105,2021-10-08 15:11:40
15:11:45,106,2021-10-08 15:11:45
15:11:50,105,2021-10-08 15:11:50
15:11:55,107,2021-10-08 15:11:55
15:12:00,106,2021-10-08 15:12:00
15:12:15,106,2021-10-08 15:12:15
15:12:25,107,2021-10-08 15:12:25
15:12:35,106,2021-10-08 15:12:35
15:12:40,107,2021-10-08 15:12:40
15:12:45,108,2021-10-08 15:12:45
15:12:50,107,2021-10-08 15:12:50
15:13:00,108,2021-10-08 15:13:00
15:13:05,111,2021-10-08 15:13:05
15:13:10,110,2021-10-08 15:13:10
15:13:15,108,2021-10-08 15:13:15
15:13:20,107,2021-10-08 15:13:20
15:13:30,108,2021-10-08 15:13:30
15:13:40,109,2021-10-08 15:13:40
15:13:45,111,2021-10-08 15:13:45
15:13:50,109,2021-10-08 15:13:50
15:14:00,107,2021-10-08 15:14:00
15:14:15,106,2021-10-08 15:14:15
15:14:30,106,2021-10-08 15:14:30
15:14:35,110,2021-10-08 15:14:35
15:14:50,108,2021-10-08 15:14:50
15:14:55,107,2021-10-08 15:14:55
15:15:00,108,2021-10-08 15:15:00
15:15:05,109,2021-10-08 15:15:05
15:15:10,107,2021-10-08 15:15:10
15:15:15,105,2021-10-08 15:15:15
15:15:25,103,2021-10-08 15:15:25
15:15:30,104,2021-10-08 15:15:30
15:15:35,105,2021-10-08 15:15:35
15:15:40,104,2021-10-08 15:15:40
15:15:50,105,2021-10-08 15:15:50
15:15:55,104,2021-10-08 15:15:55
15:16:00,106,2021-10-08 15:16:00
15:16:05,105,2021-10-08 15:16:05
15:16:10,106,2021-10-08 15:16:10
15:16:15,107,2021-10-08 15:16:15
15:16:20,109,2021-10-08 15:16:20
15:16:25,110,2021-10-08 15:16:25
15:16:35,110,2021-10-08 15:16:35
15:16:40,111,2021-10-08 15:16:40
15:16:55,111,2021-10-08 15:16:55
15:17:05,110,2021-10-08 15:17:05
15:17:10,109,2021-10-08 15:17:10
15:17:15,106,2021-10-08 15:17:15
15:17:20,105,2021-10-08 15:17:20
15:17:25,108,2021-10-08 15:17:25
15:17:30,109,2021-10-08 15:17:30
15:17:35,106,2021-10-08 15:17:35
15:17:40,109,2021-10-08 15:17:40
15:17:45,105,2021-10-08 15:17:45
15:17:50,104,2021-10-08 15:17:50
15:17:55,103,2021-10-08 15:17:55
15:18:00,104,2021-10-08 15:18:00
15:18:05,103,2021-10-08 15:18:05
15:18:15,102,2021-10-08 15:18:15
15:18:20,103,2021-10-08 15:18:20
15:18:35,104,2021-10-08 15:18:35
15:18:40,104,2021-10-08 15:18:40
15:18:45,106,2021-10-08 15:18:45
15:18:50,108,2021-10-08 15:18:50
15:19:00,109,2021-10-08 15:19:00
15:19:10,110,2021-10-08 15:19:10
15:19:15,109,2021-10-08 15:19:15
15:19:20,109,2021-10-08 15:19:20
15:19:25,108,2021-10-08 15:19:25
15:19:30,107,2021-10-08 15:19:30
15:19:35,105,2021-10-08 15:19:35
15:19:40,104,2021-10-08 15:19:40
15:19:45,105,2021-10-08 15:19:45
15:19:50,104,2021-10-08 15:19:50
15:19:55,106,2021-10-08 15:19:55
15:20:05,102,2021-10-08 15:20:05
15:20:10,103,2021-10-08 15:20:10
15:20:20,105,2021-10-08 15:20:20
15:20:30,103,2021-10-08 15:20:30
15:20:35,103,2021-10-08 15:20:35
15:20:45,102,2021-10-08 15:20:45
15:20:50,105,2021-10-08 15:20:50
15:20:55,107,2021-10-08 15:20:55
15:21:00,106,2021-10-08 15:21:00
15:21:10,108,2021-10-08 15:21:10
15:21:20,107,2021-10-08 15:21:20
15:21:25,104,2021-10-08 15:21:25
15:21:30,103,2021-10-08 15:21:30
15:21:35,102,2021-10-08 15:21:35
15:21:40,101,2021-10-08 15:21:40
15:21:45,103,2021-10-08 15:21:45
15:21:55,104,2021-10-08 15:21:55
15:22:05,103,2021-10-08 15:22:05
15:22:10,107,2021-10-08 15:22:10
15:22:15,105,2021-10-08 15:22:15
15:22:20,108,2021-10-08 15:22:20
15:22:30,109,2021-10-08 15:22:30
15:22:35,108,2021-10-08 15:22:35
15:22:40,107,2021-10-08 15:22:40
15:22:45,109,2021-10-08 15:22:45
15:22:50,108,2021-10-08 15:22:50
15:23:05,108,2021-10-08 15:23:05
15:23:20,106,2021-10-08 15:23:20
15:23:25,107,2021-10-08 15:23:25
15:23:30,105,2021-10-08 15:23:30
15:23:40,104,2021-10-08 15:23:40
15:23:45,106,2021-10-08 15:23:45
15:23:55,107,2021-10-08 15:23:55
15:24:00,108,2021-10-08 15:24:00
15:24:15,108,2021-10-08 15:24:15
15:24:25,106,2021-10-08 15:24:25
15:24:30,108,2021-10-08 15:24:30
15:24:45,108,2021-10-08 15:24:45
15:24:50,109,2021-10-08 15:24:50
15:24:55,110,2021-10-08 15:24:55
15:25:00,107,2021-10-08 15:25:00
15:25:05,102,2021-10-08 15:25:05
15:25:10,100,2021-10-08 15:25:10
15:25:15,101,2021-10-08 15:25:15
15:25:20,100,2021-10-08 15:25:20
15:25:25,101,2021-10-08 15:25:25
15:25:30,98,2021-10-08 15:25:30
15:25:35,97,2021-10-08 15:25:35
15:25:45,95,2021-10-08 15:25:45
15:25:50,102,2021-10-08 15:25:50
15:26:00,101,2021-10-08 15:26:00
15:26:05,98,2021-10-08 15:26:05
15:26:10,97,2021-10-08 15:26:10
15:26:20,98,2021-10-08 15:26:20
15:26:30,94,2021-10-08 15:26:30
15:26:40,93,2021-10-08 15:26:40
15:26:45,92,2021-10-08 15:26:45
15:27:00,94,2021-10-08 15:27:00
15:27:05,96,2021-10-08 15:27:05
15:27:15,95,2021-10-08 15:27:15
15:27:20,96,2021-10-08 15:27:20
15:27:25,97,2021-10-08 15:27:25
15:27:30,96,2021-10-08 15:27:30
15:27:35,95,2021-10-08 15:27:35
15:27:40,96,2021-10-08 15:27:40
15:27:45,97,2021-10-08 15:27:45
15:27:50,100,2021-10-08 15:27:50
15:27:55,102,2021-10-08 15:27:55
15:28:00,105,2021-10-08 15:28:00
15:28:05,104,2021-10-08 15:28:05
15:28:20,102,2021-10-08 15:28:20
15:28:35,100,2021-10-08 15:28:35
15:28:40,101,2021-10-08 15:28:40
15:28:45,103,2021-10-08 15:28:45
15:28:50,101,2021-10-08 15:28:50
15:28:55,100,2021-10-08 15:28:55
15:29:05,101,2021-10-08 15:29:05
15:29:10,100,2021-10-08 15:29:10
15:29:15,97,2021-10-08 15:29:15
15:29:20,96,2021-10-08 15:29:20
15:29:25,97,2021-10-08 15:29:25
15:29:35,94,2021-10-08 15:29:35
15:29:40,92,2021-10-08 15:29:40
15:29:45,93,2021-10-08 15:29:45
15:29:50,91,2021-10-08 15:29:50
15:29:55,92,2021-10-08 15:29:55
15:30:00,90,2021-10-08 15:30:00
15:30:10,92,2021-10-08 15:30:10
15:30:15,91,2021-10-08 15:30:15
15:30:20,89,2021-10-08 15:30:20
15:30:25,90,2021-10-08 15:30:25
15:30:30,87,2021-10-08 15:30:30
15:30:35,86,2021-10-08 15:30:35
15:30:50,86,2021-10-08 15:30:50
15:31:00,87,2021-10-08 15:31:00
15:31:05,89,2021-10-08 15:31:05
15:31:15,90,2021-10-08 15:31:15
15:31:25,90,2021-10-08 15:31:25
15:31:35,89,2021-10-08 15:31:35
15:31:40,87,2021-10-08 15:31:40
15:31:45,88,2021-10-08 15:31:45
15:31:50,86,2021-10-08 15:31:50
15:32:00,86,2021-10-08 15:32:00
15:32:15,86,2021-10-08 15:32:15
15:32:20,85,2021-10-08 15:32:20
15:32:30,85,2021-10-08 15:32:30
15:32:35,84,2021-10-08 15:32:35
15:32:40,83,2021-10-08 15:32:40
15:32:45,85,2021-10-08 15:32:45
15:32:50,85,2021-10-08 15:32:50
15:32:55,86,2021-10-08 15:32:55
15:33:00,85,2021-10-08 15:33:00
15:33:05,86,2021-10-08 15:33:05
15:33:10,87,2021-10-08 15:33:10
15:33:25,85,2021-10-08 15:33:25
15:33:35,85,2021-10-08 15:33:35
15:33:40,86,2021-10-08 15:33:40
15:33:45,87,2021-10-08 15:33:45
15:33:50,86,2021-10-08 15:33:50
15:33:55,85,2021-10-08 15:33:55
15:34:00,86,2021-10-08 15:34:00
15:34:05,88,2021-10-08 15:34:05
15:34:10,88,2021-10-08 15:34:10
15:34:25,88,2021-10-08 15:34:25
15:34:30,88,2021-10-08 15:34:30
15:34:35,90,2021-10-08 15:34:35
15:34:40,87,2021-10-08 15:34:40
15:34:50,86,2021-10-08 15:34:50
15:34:55,88,2021-10-08 15:34:55
15:35:05,87,2021-10-08 15:35:05
15:35:10,96,2021-10-08 15:35:10
15:35:15,92,2021-10-08 15:35:15
15:35:20,90,2021-10-08 15:35:20
15:35:25,88,2021-10-08 15:35:25
15:35:30,86,2021-10-08 15:35:30
15:35:40,88,2021-10-08 15:35:40
15:35:55,88,2021-10-08 15:35:55
15:36:00,89,2021-10-08 15:36:00
15:36:05,93,2021-10-08 15:36:05
15:36:10,95,2021-10-08 15:36:10
15:36:25,95,2021-10-08 15:36:25
15:36:30,94,2021-10-08 15:36:30
15:36:35,93,2021-10-08 15:36:35
15:36:40,90,2021-10-08 15:36:40
15:36:45,88,2021-10-08 15:36:45
15:36:50,90,2021-10-08 15:36:50
15:37:00,90,2021-10-08 15:37:00
15:37:05,90,2021-10-08 15:37:05
15:37:15,88,2021-10-08 15:37:15
15:37:25,89,2021-10-08 15:37:25
15:37:40,90,2021-10-08 15:37:40
15:37:45,92,2021-10-08 15:37:45
15:37:50,90,2021-10-08 15:37:50
15:37:55,87,2021-10-08 15:37:55
15:38:00,85,2021-10-08 15:38:00
15:38:05,86,2021-10-08 15:38:05
15:38:10,87,2021-10-08 15:38:10
15:38:15,88,2021-10-08 15:38:15
15:38:20,90,2021-10-08 15:38:20
15:38:25,96,2021-10-08 15:38:25
15:38:30,92,2021-10-08 15:38:30
15:38:40,91,2021-10-08 15:38:40
15:38:45,90,2021-10-08 15:38:45
15:38:50,92,2021-10-08 15:38:50
15:38:55,94,2021-10-08 15:38:55
15:39:00,95,2021-10-08 15:39:00
15:39:05,97,2021-10-08 15:39:05
15:39:10,95,2021-10-08 15:39:10
15:39:15,94,2021-10-08 15:39:15
15:39:20,92,2021-10-08 15:39:20
15:39:25,90,2021-10-08 15:39:25
15:39:40,90,2021-10-08 15:39:40
15:39:45,91,2021-10-08 15:39:45
15:39:50,89,2021-10-08 15:39:50
15:39:55,88,2021-10-08 15:39:55
15:40:00,89,2021-10-08 15:40:00
15:40:05,88,2021-10-08 15:40:05
15:40:10,90,2021-10-08 15:40:10
15:40:15,88,2021-10-08 15:40:15
15:40:20,87,2021-10-08 15:40:20
15:40:25,89,2021-10-08 15:40:25
15:40:30,90,2021-10-08 15:40:30
15:40:35,89,2021-10-08 15:40:35
15:40:40,90,2021-10-08 15:40:40
15:40:45,92,2021-10-08 15:40:45
15:40:50,91,2021-10-08 15:40:50
15:40:55,90,2021-10-08 15:40:55
15:41:00,87,2021-10-08 15:41:00
15:41:10,88,2021-10-08 15:41:10
15:41:15,90,2021-10-08 15:41:15
15:41:20,89,2021-10-08 15:41:20
15:41:30,86,2021-10-08 15:41:30
15:41:35,85,2021-10-08 15:41:35
15:41:40,86,2021-10-08 15:41:40
15:41:55,86,2021-10-08 15:41:55
15:42:05,87,2021-10-08 15:42:05
15:42:10,89,2021-10-08 15:42:10
15:42:15,90,2021-10-08 15:42:15
15:42:25,89,2021-10-08 15:42:25
15:42:30,90,2021-10-08 15:42:30
15:42:35,88,2021-10-08 15:42:35
15:42:40,89,2021-10-08 15:42:40
15:42:45,90,2021-10-08 15:42:45
15:42:50,90,2021-10-08 15:42:50
15:42:55,91,2021-10-08 15:42:55
15:43:00,92,2021-10-08 15:43:00
15:43:05,93,2021-10-08 15:43:05
15:43:10,92,2021-10-08 15:43:10
15:43:15,91,2021-10-08 15:43:15
15:43:20,93,2021-10-08 15:43:20
15:43:30,94,2021-10-08 15:43:30
15:43:35,91,2021-10-08 15:43:35
15:43:40,90,2021-10-08 15:43:40
15:43:45,87,2021-10-08 15:43:45
15:43:50,86,2021-10-08 15:43:50
15:43:55,87,2021-10-08 15:43:55
15:44:05,86,2021-10-08 15:44:05
15:44:15,87,2021-10-08 15:44:15
15:44:25,86,2021-10-08 15:44:25
15:44:30,86,2021-10-08 15:44:30
15:44:35,87,2021-10-08 15:44:35
15:44:40,88,2021-10-08 15:44:40
15:44:45,87,2021-10-08 15:44:45
15:44:50,88,2021-10-08 15:44:50
15:44:55,89,2021-10-08 15:44:55
15:45:10,89,2021-10-08 15:45:10
15:45:15,91,2021-10-08 15:45:15
15:45:20,88,2021-10-08 15:45:20
15:45:25,87,2021-10-08 15:45:25
15:45:30,86,2021-10-08 15:45:30
15:45:45,85,2021-10-08 15:45:45
15:45:50,86,2021-10-08 15:45:50
15:45:55,87,2021-10-08 15:45:55
15:46:00,86,2021-10-08 15:46:00
15:46:05,87,2021-10-08 15:46:05
15:46:10,88,2021-10-08 15:46:10
15:46:15,89,2021-10-08 15:46:15
15:46:30,91,2021-10-08 15:46:30
15:46:35,90,2021-10-08 15:46:35
15:46:40,88,2021-10-08 15:46:40
15:46:45,89,2021-10-08 15:46:45
15:46:50,87,2021-10-08 15:46:50
15:46:55,88,2021-10-08 15:46:55
15:47:00,88,2021-10-08 15:47:00
15:47:05,90,2021-10-08 15:47:05
15:47:10,91,2021-10-08 15:47:10
15:47:15,91,2021-10-08 15:47:15
15:47:20,91,2021-10-08 15:47:20
15:47:25,90,2021-10-08 15:47:25
15:47:30,89,2021-10-08 15:47:30
15:47:45,89,2021-10-08 15:47:45
15:47:55,90,2021-10-08 15:47:55
15:48:10,88,2021-10-08 15:48:10
15:48:15,83,2021-10-08 15:48:15
15:48:20,81,2021-10-08 15:48:20
15:48:25,88,2021-10-08 15:48:25
15:48:30,92,2021-10-08 15:48:30
15:48:35,91,2021-10-08 15:48:35
15:48:40,91,2021-10-08 15:48:40
15:48:45,90,2021-10-08 15:48:45
15:48:55,89,2021-10-08 15:48:55
15:49:05,88,2021-10-08 15:49:05
15:49:10,89,2021-10-08 15:49:10
15:49:15,95,2021-10-08 15:49:15
15:49:25,98,2021-10-08 15:49:25
15:49:30,97,2021-10-08 15:49:30
15:49:35,95,2021-10-08 15:49:35
15:49:45,95,2021-10-08 15:49:45
15:49:50,95,2021-10-08 15:49:50
15:50:00,95,2021-10-08 15:50:00
15:50:05,94,2021-10-08 15:50:05
15:50:10,93,2021-10-08 15:50:10
15:50:15,92,2021-10-08 15:50:15
15:50:20,92,2021-10-08 15:50:20
15:50:25,92,2021-10-08 15:50:25
15:50:30,93,2021-10-08 15:50:30
15:50:35,92,2021-10-08 15:50:35
15:50:40,94,2021-10-08 15:50:40
15:50:45,95,2021-10-08 15:50:45
15:50:50,95,2021-10-08 15:50:50
15:50:55,93,2021-10-08 15:50:55
15:51:00,91,2021-10-08 15:51:00
15:51:05,90,2021-10-08 15:51:05
15:51:10,92,2021-10-08 15:51:10
15:51:15,93,2021-10-08 15:51:15
15:51:20,95,2021-10-08 15:51:20
15:51:25,96,2021-10-08 15:51:25
15:51:30,96,2021-10-08 15:51:30
15:51:40,97,2021-10-08 15:51:40
15:51:45,96,2021-10-08 15:51:45
15:51:50,94,2021-10-08 15:51:50
15:51:55,93,2021-10-08 15:51:55
15:52:00,92,2021-10-08 15:52:00
15:52:10,93,2021-10-08 15:52:10
15:52:15,93,2021-10-08 15:52:15
15:52:20,94,2021-10-08 15:52:20
15:52:25,96,2021-10-08 15:52:25
15:52:30,96,2021-10-08 15:52:30
15:52:35,91,2021-10-08 15:52:35
15:52:40,90,2021-10-08 15:52:40
15:52:45,95,2021-10-08 15:52:45
15:52:50,97,2021-10-08 15:52:50
15:52:55,95,2021-10-08 15:52:55
15:53:00,92,2021-10-08 15:53:00
15:53:10,91,2021-10-08 15:53:10
15:53:15,91,2021-10-08 15:53:15
15:53:20,92,2021-10-08 15:53:20
15:53:30,92,2021-10-08 15:53:30
15:53:35,93,2021-10-08 15:53:35
15:53:40,97,2021-10-08 15:53:40
15:53:45,94,2021-10-08 15:53:45
15:53:50,96,2021-10-08 15:53:50
15:53:55,94,2021-10-08 15:53:55
15:54:00,96,2021-10-08 15:54:00
15:54:05,97,2021-10-08 15:54:05
15:54:15,99,2021-10-08 15:54:15
15:54:25,103,2021-10-08 15:54:25
15:54:35,100,2021-10-08 15:54:35
15:54:45,97,2021-10-08 15:54:45
15:54:50,98,2021-10-08 15:54:50
15:54:55,96,2021-10-08 15:54:55
15:55:05,96,2021-10-08 15:55:05
15:55:10,99,2021-10-08 15:55:10
15:55:15,95,2021-10-08 15:55:15
15:55:20,94,2021-10-08 15:55:20
15:55:25,90,2021-10-08 15:55:25
15:55:35,90,2021-10-08 15:55:35
15:55:40,91,2021-10-08 15:55:40
15:55:50,90,2021-10-08 15:55:50
15:55:55,89,2021-10-08 15:55:55
15:56:00,92,2021-10-08 15:56:00
15:56:05,93,2021-10-08 15:56:05
15:56:10,96,2021-10-08 15:56:10
15:56:20,95,2021-10-08 15:56:20
15:56:25,94,2021-10-08 15:56:25
15:56:30,97,2021-10-08 15:56:30
15:56:35,99,2021-10-08 15:56:35
15:56:40,99,2021-10-08 15:56:40
15:56:45,97,2021-10-08 15:56:45
15:56:50,95,2021-10-08 15:56:50
15:56:55,93,2021-10-08 15:56:55
15:57:00,91,2021-10-08 15:57:00
15:57:05,89,2021-10-08 15:57:05
15:57:10,86,2021-10-08 15:57:10
15:57:15,86,2021-10-08 15:57:15
15:57:20,87,2021-10-08 15:57:20
15:57:25,87,2021-10-08 15:57:25
15:57:30,88,2021-10-08 15:57:30
15:57:35,90,2021-10-08 15:57:35
15:57:40,94,2021-10-08 15:57:40
15:57:45,93,2021-10-08 15:57:45
15:57:50,91,2021-10-08 15:57:50
15:57:55,93,2021-10-08 15:57:55
15:58:00,96,2021-10-08 15:58:00
15:58:05,95,2021-10-08 15:58:05
15:58:10,96,2021-10-08 15:58:10
15:58:15,94,2021-10-08 15:58:15
15:58:20,93,2021-10-08 15:58:20
15:58:25,94,2021-10-08 15:58:25
15:58:30,95,2021-10-08 15:58:30
15:58:35,96,2021-10-08 15:58:35
15:58:50,97,2021-10-08 15:58:50
15:58:55,97,2021-10-08 15:58:55
15:59:00,97,2021-10-08 15:59:00
15:59:15,97,2021-10-08 15:59:15
15:59:30,97,2021-10-08 15:59:30
15:59:40,98,2021-10-08 15:59:40
15:59:45,97,2021-10-08 15:59:45
15:59:50,97,2021-10-08 15:59:50
16:00:00,99,2021-10-08 16:00:00
16:00:10,99,2021-10-08 16:00:10
16:00:25,100,2021-10-08 16:00:25
16:00:35,101,2021-10-08 16:00:35
16:00:40,100,2021-10-08 16:00:40
16:00:45,99,2021-10-08 16:00:45
16:00:55,100,2021-10-08 16:00:55
16:01:00,99,2021-10-08 16:01:00
16:01:10,102,2021-10-08 16:01:10
16:01:15,102,2021-10-08 16:01:15
16:01:20,101,2021-10-08 16:01:20
16:01:35,100,2021-10-08 16:01:35
16:01:40,99,2021-10-08 16:01:40
16:01:45,101,2021-10-08 16:01:45
16:01:50,102,2021-10-08 16:01:50
16:02:00,101,2021-10-08 16:02:00
16:02:05,100,2021-10-08 16:02:05
16:02:15,101,2021-10-08 16:02:15
16:02:20,103,2021-10-08 16:02:20
16:02:25,103,2021-10-08 16:02:25
16:02:30,105,2021-10-08 16:02:30
16:02:35,106,2021-10-08 16:02:35
16:02:50,104,2021-10-08 16:02:50
16:02:55,101,2021-10-08 16:02:55
16:03:00,99,2021-10-08 16:03:00
16:03:05,97,2021-10-08 16:03:05
16:03:10,95,2021-10-08 16:03:10
16:03:15,96,2021-10-08 16:03:15
16:03:20,99,2021-10-08 16:03:20
16:03:25,100,2021-10-08 16:03:25
16:03:35,99,2021-10-08 16:03:35
16:03:40,100,2021-10-08 16:03:40
16:03:45,101,2021-10-08 16:03:45
16:04:00,101,2021-10-08 16:04:00
16:04:10,100,2021-10-08 16:04:10
16:04:15,99,2021-10-08 16:04:15
16:04:25,100,2021-10-08 16:04:25
16:04:35,99,2021-10-08 16:04:35
16:04:40,97,2021-10-08 16:04:40
16:04:45,94,2021-10-08 16:04:45
16:04:50,96,2021-10-08 16:04:50
16:04:55,100,2021-10-08 16:04:55
16:05:00,99,2021-10-08 16:05:00
16:05:05,99,2021-10-08 16:05:05
16:05:10,102,2021-10-08 16:05:10
16:05:15,103,2021-10-08 16:05:15
16:05:20,104,2021-10-08 16:05:20
16:05:25,100,2021-10-08 16:05:25
16:05:30,96,2021-10-08 16:05:30
16:05:35,92,2021-10-08 16:05:35
16:05:40,94,2021-10-08 16:05:40
16:05:50,95,2021-10-08 16:05:50
16:05:55,93,2021-10-08 16:05:55
16:06:00,94,2021-10-08 16:06:00
16:06:05,96,2021-10-08 16:06:05
16:06:10,98,2021-10-08 16:06:10
16:06:15,97,2021-10-08 16:06:15
16:06:25,96,2021-10-08 16:06:25
16:06:30,97,2021-10-08 16:06:30
16:06:35,97,2021-10-08 16:06:35
16:06:40,95,2021-10-08 16:06:40
16:06:50,96,2021-10-08 16:06:50
16:06:55,96,2021-10-08 16:06:55
16:07:05,93,2021-10-08 16:07:05
16:07:20,93,2021-10-08 16:07:20
16:07:25,92,2021-10-08 16:07:25
16:07:30,92,2021-10-08 16:07:30
16:07:40,93,2021-10-08 16:07:40
16:07:45,94,2021-10-08 16:07:45
16:07:50,96,2021-10-08 16:07:50
16:07:55,97,2021-10-08 16:07:55
16:08:05,97,2021-10-08 16:08:05
16:08:10,96,2021-10-08 16:08:10
16:08:15,95,2021-10-08 16:08:15
16:08:25,96,2021-10-08 16:08:25
16:08:30,95,2021-10-08 16:08:30
16:08:35,92,2021-10-08 16:08:35
16:08:45,93,2021-10-08 16:08:45
16:08:50,91,2021-10-08 16:08:50
16:09:00,90,2021-10-08 16:09:00
16:09:05,89,2021-10-08 16:09:05
16:09:10,87,2021-10-08 16:09:10
16:09:15,85,2021-10-08 16:09:15
16:09:20,85,2021-10-08 16:09:20
16:09:25,85,2021-10-08 16:09:25
16:09:30,86,2021-10-08 16:09:30
16:09:35,87,2021-10-08 16:09:35
16:09:40,88,2021-10-08 16:09:40
16:09:45,89,2021-10-08 16:09:45
16:09:50,88,2021-10-08 16:09:50
16:09:55,89,2021-10-08 16:09:55
16:10:00,90,2021-10-08 16:10:00
16:10:05,91,2021-10-08 16:10:05
16:10:10,92,2021-10-08 16:10:10
16:10:15,93,2021-10-08 16:10:15
16:10:25,96,2021-10-08 16:10:25
16:10:30,97,2021-10-08 16:10:30
16:10:35,95,2021-10-08 16:10:35
16:10:40,94,2021-10-08 16:10:40
16:10:55,92,2021-10-08 16:10:55
16:11:00,90,2021-10-08 16:11:00
16:11:05,89,2021-10-08 16:11:05
16:11:15,88,2021-10-08 16:11:15
16:11:20,88,2021-10-08 16:11:20
16:11:25,89,2021-10-08 16:11:25
16:11:30,93,2021-10-08 16:11:30
16:11:35,95,2021-10-08 16:11:35
16:11:40,92,2021-10-08 16:11:40
16:11:45,91,2021-10-08 16:11:45
16:11:50,95,2021-10-08 16:11:50
16:11:55,96,2021-10-08 16:11:55
16:12:00,95,2021-10-08 16:12:00
16:12:05,94,2021-10-08 16:12:05
16:12:15,97,2021-10-08 16:12:15
16:12:20,98,2021-10-08 16:12:20
16:12:25,97,2021-10-08 16:12:25
16:12:30,99,2021-10-08 16:12:30
16:12:35,100,2021-10-08 16:12:35
16:12:40,102,2021-10-08 16:12:40
16:12:45,103,2021-10-08 16:12:45
16:12:50,104,2021-10-08 16:12:50
16:12:55,102,2021-10-08 16:12:55
16:13:00,103,2021-10-08 16:13:00
16:13:05,105,2021-10-08 16:13:05
16:13:10,107,2021-10-08 16:13:10
16:13:15,109,2021-10-08 16:13:15
16:13:20,108,2021-10-08 16:13:20
16:13:25,109,2021-10-08 16:13:25
16:13:30,110,2021-10-08 16:13:30
16:13:35,109,2021-10-08 16:13:35
16:13:45,107,2021-10-08 16:13:45
16:13:50,109,2021-10-08 16:13:50
16:13:55,108,2021-10-08 16:13:55
16:14:00,107,2021-10-08 16:14:00
16:14:05,104,2021-10-08 16:14:05
16:14:10,103,2021-10-08 16:14:10
16:14:15,101,2021-10-08 16:14:15
16:14:30,102,2021-10-08 16:14:30
16:14:40,98,2021-10-08 16:14:40
16:14:45,97,2021-10-08 16:14:45
16:14:50,95,2021-10-08 16:14:50
16:14:55,93,2021-10-08 16:14:55
16:15:00,94,2021-10-08 16:15:00
16:15:05,96,2021-10-08 16:15:05
16:15:10,96,2021-10-08 16:15:10
16:15:15,97,2021-10-08 16:15:15
16:15:20,98,2021-10-08 16:15:20
16:15:25,98,2021-10-08 16:15:25
16:15:30,97,2021-10-08 16:15:30
16:15:35,94,2021-10-08 16:15:35
16:15:40,93,2021-10-08 16:15:40
16:15:45,95,2021-10-08 16:15:45
16:15:50,98,2021-10-08 16:15:50
16:15:55,99,2021-10-08 16:15:55
16:16:00,101,2021-10-08 16:16:00
16:16:05,100,2021-10-08 16:16:05
16:16:10,104,2021-10-08 16:16:10
16:16:15,102,2021-10-08 16:16:15
16:16:20,103,2021-10-08 16:16:20
16:16:25,101,2021-10-08 16:16:25
16:16:30,100,2021-10-08 16:16:30
16:16:35,98,2021-10-08 16:16:35
16:16:40,96,2021-10-08 16:16:40
16:16:45,98,2021-10-08 16:16:45
16:16:50,99,2021-10-08 16:16:50
16:16:55,100,2021-10-08 16:16:55
16:17:00,99,2021-10-08 16:17:00
16:17:10,98,2021-10-08 16:17:10
16:17:20,97,2021-10-08 16:17:20
16:17:30,96,2021-10-08 16:17:30
16:17:45,96,2021-10-08 16:17:45
16:17:50,97,2021-10-08 16:17:50
16:18:00,98,2021-10-08 16:18:00
16:18:05,97,2021-10-08 16:18:05
16:18:10,97,2021-10-08 16:18:10
16:18:15,96,2021-10-08 16:18:15
16:18:30,96,2021-10-08 16:18:30
16:18:40,97,2021-10-08 16:18:40
16:18:50,98,2021-10-08 16:18:50
16:19:05,98,2021-10-08 16:19:05
16:19:10,97,2021-10-08 16:19:10
16:19:20,98,2021-10-08 16:19:20
16:19:25,98,2021-10-08 16:19:25
16:19:35,97,2021-10-08 16:19:35
16:19:40,96,2021-10-08 16:19:40
16:19:45,98,2021-10-08 16:19:45
16:19:55,97,2021-10-08 16:19:55
16:20:00,96,2021-10-08 16:20:00
16:20:05,99,2021-10-08 16:20:05
16:20:10,101,2021-10-08 16:20:10
16:20:25,101,2021-10-08 16:20:25
16:20:35,100,2021-10-08 16:20:35
16:20:40,99,2021-10-08 16:20:40
16:20:45,100,2021-10-08 16:20:45
16:20:50,104,2021-10-08 16:20:50
16:20:55,105,2021-10-08 16:20:55
16:21:00,107,2021-10-08 16:21:00
16:21:05,104,2021-10-08 16:21:05
16:21:10,103,2021-10-08 16:21:10
16:21:15,102,2021-10-08 16:21:15
16:21:20,101,2021-10-08 16:21:20
16:21:25,100,2021-10-08 16:21:25
16:21:30,97,2021-10-08 16:21:30
16:21:35,99,2021-10-08 16:21:35
16:21:40,101,2021-10-08 16:21:40
16:21:50,101,2021-10-08 16:21:50
16:21:55,102,2021-10-08 16:21:55
16:22:05,101,2021-10-08 16:22:05
16:22:15,98,2021-10-08 16:22:15
16:22:25,97,2021-10-08 16:22:25
16:22:35,96,2021-10-08 16:22:35
16:22:40,97,2021-10-08 16:22:40
16:22:45,101,2021-10-08 16:22:45
16:22:50,102,2021-10-08 16:22:50
